"","Region","Site","Cover_Level","SAV_Cover","Secchi_m","Depth_m","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Latitude","Longitude","Salinity.Min","Nitrate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Factor","OLOI","ILOI","Carbon","Rhizome_Stock_g_per_sqm","Shell_Stock_g_per_sqm","Organic_Carbon_Stock_g_per_sqm","Inorganic_Carbon_Stock_g_per_sqm","Total_Carbon_Stock_g_per_sqm","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","TH_PA","SY_PA","HA_PA","FWCC_Seagrass_Extent"
"1","Saint Joe Bay","SJB02","high",85,0.6,0.6,100,0,0,0,85,0,29.73875,-85.38572,31.3329925537109,6.38684225082397,9.30147171020508,39.8956909179688,93.2893600463867,0.403075814247131,79.2378666666667,0.171200000000006,79.2378666666667,0,0,"Seagrass",3.70459259259259,1.15142962962963,1.42785235555556,1028.36699969005,15728.484519186,13615.517197135,1365.16462912654,14980.6818262615,1.15916666666667,0.761388888888889,8.08305555555556,55.6102777777778,33.5658333333333,0.137222222222222,1,0,0,"Continuous"
"2","Saint Joe Bay","SJB06","high",87.9,0.4,0.4,0,0,100,0,87.9,0,29.79887,-85.30312,31.8869075775146,6.71570014953613,10.5671377182007,39.7611236572266,83.7025299072266,0.241701394319534,63.2485333333333,0.193599999999996,2.3776,0,60.8709333333333,"Seagrass",1.79051851851852,0.567222222222222,0.519693303703704,1155.10432378556,3672.31018644387,6672.68185954459,899.810743163718,7572.49260270831,0.4,0.482222222222222,2.41333333333333,39.7388888888889,56.1588888888889,0.0277777777777778,0,0,1,"Continuous"
"3","Saint Joe Bay","SJB07","high",87,0.6,0.6,54.4,0,45.6,0,87,0,29.80502,-85.30295,31.8303852081299,6.71863746643066,10.5924158096313,39.7610015869141,83.5068969726562,0.122568935155869,122.034533333333,0.659200000000006,77.5348,0,44.4997333333333,"Seagrass",0.879208333333333,1.8645,0.100359570833333,1039.71888133896,42478.2806410056,1202.15059365865,2806.0807934639,4008.23138712255,1.95,1.73,4.38,48.8366666666667,42.5933333333333,0.0183333333333333,1,0,1,"Discontinuous"
"4","Saint Joe Bay","SJB10","high",97.9,0.6,0.6,100,0,0,0,97.9,0,29.72733,-85.32773,29.5471477508545,6.52248430252075,12.9615535736084,39.9022102355957,88.4507598876953,2.04923152923584,207.9164,0,207.9164,0,0,"Seagrass",2.37972222222222,1.62540740740741,0.786747583333333,316.388988282171,43338.6143009241,8681.59253964249,2168.84108747987,10850.4336271224,1.07694444444444,1.82944444444444,10.3255555555556,45.6222222222222,40.0416666666667,0.142222222222222,1,0,0,"Continuous"
"5","Saint Joe Bay","SJB13","high",93.5,0.8,0.8,38.8,22.6,33.6,0,89.75,0,29.77447,-85.30693,29.8331031799316,6.48519897460938,14.3492727279663,39.8684959411621,84.8476943969727,0.335321635007858,260.988,0.0944000000000003,134.1008,12.9984,110.7336,"Seagrass",0.804777777777778,0.584296296296296,0.0794550333333333,1318.0188324623,4129.23609997125,969.869660317067,941.876981885401,1911.74664220247,0.0711111111111111,0.198888888888889,2.03222222222222,32.3166666666667,65.1244444444444,0.0277777777777778,1,1,1,"Continuous"
"6","Saint Joe Bay","SJB14","high",73.5,1.3,1.3,100,0,0,0,73.5,0,29.76002,-85.31073,29.7945003509521,6.49114990234375,14.1268396377563,39.8736038208008,85.6339340209961,0.322391331195831,119.22784,0.0655999999999963,119.22784,0,0,"Seagrass",1.46981481481481,1.20740740740741,0.350850151851852,1195.46291497198,18571.512089845,4499.02403376414,2006.11444744208,6505.13848120622,0.567222222222222,0.935555555555555,4.055,46.385,47.7766666666667,0.0188888888888889,1,0,0,"Continuous"
"7","Saint Joe Bay","SJB16","high",63.5,1.4,1.4,100,0,0,0,63.5,0,29.821,-85.406,33.0433578491211,6.31046199798584,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628,141.0064,0,141.0064,0,0,"Seagrass",1.18458333333333,0.611541666666667,0.22200585,1077.57767388629,20177.9593521637,2690.67689916891,964.916929726081,3655.59382889499,0.218888888888889,0.654444444444444,5.39222222222222,41.2577777777778,52.1255555555556,0.0477777777777778,1,0,0,"Continuous"
"8","Saint Joe Bay","SJB17","high",100,0.8,0.8,97.4,0,0,2.6,97.4,2.6,29.7482,-85.31043,29.6298427581787,6.49149179458618,14.1360054016113,39.8802070617676,86.047004699707,0.56425017118454,103.1884,4.13173333333333,103.1436,0,0.0447999999999951,"Seagrass",3.57511111111111,1.97775925925926,1.36519626666667,1400.31483502826,24810.2273922798,11845.6244377572,2128.59471313148,13974.2191508887,0.881111111111111,1.02444444444444,6.60777777777778,25.4055555555556,65.0544444444444,0.273333333333333,1,0,0,"Continuous"
"9","Saint Joe Bay","SJB24","high",78.8,0.8,0.8,100,0,0,0,78.8,0,29.82092,-85.40592,33.0433578491211,6.31046199798584,9.51949501037598,39.787841796875,92.8095626831055,0.122561194002628,115,0,115,0,0,"Seagrass",2.01675,0.705833333333333,0.611105325,2766.0929783322,22239.1625639134,6951.49035970971,935.658431259854,7887.14879096956,0.325,0.393333333333333,2.47777777777778,48.8988888888889,46.6305555555556,0.0455555555555556,1,0,0,"Continuous"
"10","Saint Joe Bay","SJBA","none",0,0.65,0.65,0,0,0,0,0,0,29.8035,-85.303,31.8445167541504,6.71790313720703,10.5860967636108,39.7610321044922,83.5552368164062,0.161126255989075,NA,NA,NA,NA,NA,"Control",0.861134259259259,0.668625,0.168165947222222,0,313.399919843649,2565.25725063478,1146.38221934094,3711.63946997573,0.0116666666666667,0.124444444444444,1.74111111111111,41.0438888888889,56.9494444444444,0.0133333333333333,0,0,0,"Continuous"
"11","Saint Joe Bay","SJBB","none",0,0.5,0.5,0,0,0,0,0,0,29.7986,-85.303,31.8869075775146,6.71570014953613,10.5671377182007,39.7611236572266,83.7025299072266,0.241701394319534,NA,NA,NA,NA,NA,"Control",0.601717592592593,0.987847222222222,0.0406528962962963,0,13911.0345164753,568.896923014892,1652.4666731061,2221.36359612099,0.36,0.652777777777778,2.61277777777778,41.2672222222222,55.0266666666667,0.00388888888888889,0,0,0,"Continuous"
"12","Saint Joe Bay","SJBC","none",0,1.05,1.05,0,0,0,0,0,0,29.8256,-85.4084,32.943058013916,6.31030941009521,9.55621910095215,39.7932815551758,92.9473495483398,0.122559040784836,NA,NA,NA,NA,NA,"Control",0.57075,0.446222222222222,0.0516064863756614,0,3003.37388603887,673.089235919655,801.934146473725,1475.02338239338,0.00833333333333333,0.315,2.27833333333333,61.8066666666667,35.5333333333333,0,0,0,0,NA
"13","Saint Marks","SMAR01","high",60.5,NA,NA,67,30.5,1.5,2,59.8,1.2,30.06016,-84.17051,31.4691619873047,5.52877759933472,11.1792936325073,39.9450759887695,11.0536994934082,1.31557023525238,132.7264,45.1472,105.18,27.5464,0,"Seagrass",3.9284287037037,2.32768796296296,1.53616664972222,181.103832984888,4463.89938378724,11883.7143943041,2373.93973382442,14257.6541281285,0.444166666666667,1.42958333333333,23.3641666666667,37.1604166666667,36.2829166666667,1.04291666666667,1,1,1,"Continuous"
"14","Saint Marks","SMAR03","high",89.5,1.5,1.5,66,2,0,32,60.175,29.325,30.0643,-84.1365,31.4712238311768,5.51446342468262,11.7935638427734,40.0311546325684,12.2821617126465,1.86322629451752,95.8116571428571,21.9701333333333,84.9060571428571,10.9056,0,"Seagrass",3.89063636363636,1.4513164983165,1.51787893636364,306.027980764874,3856.67199729359,14598.1992684877,1756.72629723327,16354.925565721,0.0644444444444444,0.172222222222222,14.4811111111111,37.4144444444444,46.2655555555556,1.17666666666667,1,1,0,"Continuous"
"15","Saint Marks","SMAR04","high",95.9,1.55,1.55,92.4,0,0,7.6,88.435,7.465,30.0651,-84.1198,31.4704532623291,5.50862979888916,12.0440225601196,40.0746841430664,12.6127510070801,2.44860410690308,168.22144,3.4832,160.50944,0,0,"Seagrass",3.79586785714286,2.41315119047619,1.47202045607143,992.831210812267,10982.2832483849,11615.4243565152,2325.11677001745,13940.5411265327,0.356388888888889,0.661111111111111,24.7730555555556,45.3902777777778,27.1786111111111,0.776944444444444,1,0,0,"Continuous"
"16","Saint Marks","SMAR12","high",93,1.5,1.5,88.3,3.8,0,7.7,86.45,6.55,30.0785,-84.0692,31.4949531555176,5.44439792633057,12.9714450836182,40.3106422424316,7.56289291381836,2.00745797157288,176.37424,4.532,167.98944,8.3848,0,"Seagrass",3.35602645502646,1.2420582010582,1.2591812015873,741.848138238495,3030.32712428933,14302.0743557238,1675.1881354795,15977.2624912033,0.0888888888888889,0.0783333333333333,20.3988888888889,45.4441666666667,32.1788888888889,1.41666666666667,1,1,0,"Continuous"
"17","Saint Marks","SMAR14","high",91.8,0.9,0.9,65.3,1,0,33.7,61.279,30.521,30.0747,-84.1056,31.4893836975098,5.47537231445312,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874,96.3154285714286,35.7730666666667,96.3154285714286,0,0,"Seagrass",2.42190833333333,0.68165,0.8071614425,773.391650013379,396.349652645822,9303.24210783917,963.314328553811,10266.556436393,0.28,0.263333333333333,29.4308333333333,47.1183333333333,21.2541666666667,0.6525,1,1,0,"Continuous"
"18","Saint Marks","SMAR23","high",85,1.1,1.1,76,0.5,0,23.5,63.3,21.7,30.07869,-84.05362,31.4936485290527,5.43648481369019,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624,222.205973333333,22.7389333333333,214.572373333333,5.08319999999999,0.310399999999994,"Seagrass",3.93544444444444,3.4782962962963,1.53956156666667,920.550848846358,12401.5047032216,14857.9524982423,4081.83589763002,18939.7883958723,0.360555555555556,0.815555555555556,19.6308333333333,44.9666666666667,32.8311111111111,0.931388888888889,1,1,0,"Continuous"
"19","Saint Marks","SMAR24","low",68.3333333333333,1.25,1.25,43.7037037033333,27.0370370366667,0,29.2592592588889,46.1111111105556,22.2222222219444,30.0701,-84.0508,31.4780044555664,5.45751762390137,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782,172.542133333333,8.392,146.7136,20.4101333333333,4.3432,"Seagrass",3.05375,3.12608333333333,1.112909625,413.519322245915,9279.36036126986,11492.4089782703,3918.71633419868,15411.125312469,0.08,1.30222222222222,22.4372222222222,40.3988888888889,34.6408333333333,0.541666666666667,1,1,0,"Continuous"
"20","Saint Marks","SMAR25","low",92.5,1.6,1.6,7.5,24.1,0,61.1,34.21,57.14,30.0704,-84.0716,31.4789962768555,5.46868658065796,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855,241.976,28.4066666666667,181.982933333333,46.0346666666667,10.5578666666667,"Seagrass",3.50775462962963,2.91260185185185,1.33260246527778,251.788928714006,10263.5304459128,14704.2761866997,3872.702208987,18576.9783956867,0.151111111111111,0.711666666666667,27.0988888888889,44.66,25.3522222222222,0.799444444444445,1,1,0,"Continuous"
"21","Saint Marks","SMARA","none",0,1.25,1.5,0,0,0,0,0,0,30.0712,-84.19833,31.5003356933594,5.49681329727173,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871,NA,NA,NA,NA,NA,"Control",2.35275,1.4165625,0.78445895,0,28380.0124855989,8048.76510480088,1795.94787187836,9844.71297667925,0,0.103333333333333,11.4116666666667,27.1266666666667,59.1283333333333,1.645,0,0,0,"Continuous"
"22","Saint Marks","SMARB","low",7,1.6,1.6,0,24,0,6,5.8,1.2,30.0584,-84.17513,31.4663829803467,5.53417921066284,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396,NA,NA,NA,NA,NA,"Seagrass",3.54053333333333,1.16712592592593,1.34846408,0.855194271268994,3749.21371402156,14015.9028374713,1465.62783058988,15481.5306680612,0.162777777777778,0.45,16.34,33.1083333333333,48.34,1.41444444444444,0,1,0,"Continuous"
"23","Saint Marks","SMARC","none",0,1.25,2.25,0,0,0,0,0,0,30.0697,-84.0906,31.4782161712646,5.48127555847168,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052,NA,NA,NA,NA,NA,"Control",1.92004166666667,3.10508333333333,0.5643081625,0,18830.7200115961,7426.81366286872,5166.91517394445,12593.7288368132,0.25,1.17277777777778,36.4738888888889,48.9211111111111,12.5266666666667,0.277777777777778,0,0,0,"Continuous"
"24","Steinhatchee","STCH01","low",33.5,0.75,1.25,0,15,26,8,27.025,2.35,29.675,-83.44167,31.4665870666504,4.99675226211548,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973,24.0032,3.4416,0.851199999999999,0,3.4464,"Seagrass",3.31970238095238,3.79170833333333,1.24160398214286,129.792176708748,3274.40729633955,12746.6922816054,4866.88417839739,17613.5764600028,0.121111111111111,0.842777777777778,10.6766666666667,32.4211111111111,54.7633333333333,0.777222222222222,0,1,1,"Continuous"
"25","Steinhatchee","STCH02","high",73.5,1.1,1.1,79.4,1,9.5,0.1,73.42,0.08,29.675,-83.475,31.5288333892822,4.99537515640259,13.5978021621704,41.579948425293,4.53727388381958,1.09321546554565,224.678933333333,0,224.678933333333,0,0,"Seagrass",5.18192857142857,9.86869047619048,2.14273523571429,1329.95866017271,46476.3285431557,15865.312186983,9425.8643875747,25291.1765745577,1.9,3.44333333333333,19.47,26.9416666666667,46.1116666666667,0.943333333333333,1,1,1,"Continuous"
"26","Steinhatchee","STCH04","none",1.5,0.5,1.2,0,0,0,0,1.5,0,29.65833,-83.425,31.5022830963135,5.00815105438232,12.9073295593262,41.5650329589844,1.40355467796326,1.29321837425232,1.6944,0.0304000000000002,0,0,0,"Control",2.50991851851852,5.20595185185185,0.852238656296296,59.3044335037691,1960.29531291993,10518.1643685721,8134.54740879799,18652.7117773701,0.158055555555556,0.5925,9.30777777777778,27.3769444444444,60.9555555555556,1.18472222222222,0,0,0,"Continuous"
"27","Steinhatchee","STCH05","low",71.5,0.5,1.25,0,0,0,62,23.575,42.75,29.64167,-83.40833,31.517541885376,5.01302337646484,12.6311635971069,41.4642715454102,2.56069707870483,0.413902401924133,103.0192,107.151733333333,0,64.7696,4.58080000000001,"Seagrass",5.7716,3.6069,2.42807724,8.14079162073369,5568.91819521978,16296.4637155922,3305.62372097474,19602.0874365669,0.111388888888889,0.3525,6.4925,28.0236111111111,63.9741666666667,0.810277777777778,0,0,0,"Continuous"
"28","Steinhatchee","STCH06","high",68.5,0.6,1.2,5.5,78.8,0,11.9,60.03,8.47,29.6414,-83.4146,31.5248260498047,5.01534986495972,12.4993104934692,41.4161643981934,2.86228513717651,1.04900932312012,61.3541333333333,42.1032,4.0368,42.7448,4.16719999999999,"Seagrass",3.35815833333333,10.1965083333333,1.2602128175,229.076942394343,16332.360401324,11158.3484978851,11526.0492314072,22684.3977292923,0.755833333333333,1.05083333333333,19.1025,19.7058333333333,56.3291666666667,2.17083333333333,1,1,0,"Continuous"
"29","Steinhatchee","STCH12","high",67,1.3,1.3,67.2,24.2,0,10.1,61.19,6.41,29.60833,-83.40833,31.6075553894043,4.90284967422485,14.1692638397217,40.3754577636719,6.20895147323608,0.645751416683197,158.1344,2.88106666666667,127.9248,30.2096,0,"Seagrass",4.55696428571429,10.8993660714286,1.84031501785714,362.405018493914,20442.5497638052,13738.4416150228,10525.1225460476,24263.5641610703,0.713333333333333,2.17,16.135,41.435,38.07,0.681666666666667,1,1,0,"Continuous"
"30","Steinhatchee","STCH20","high",52.7272727272727,1.2,1.2,93.6363636363636,0,0,0,52.7272727272727,0,29.55833,-83.425,31.6264743804932,4.91951656341553,12.5625,40.3063011169434,11.9343404769897,2.06901574134827,80.6981333333333,0,77.0917333333333,0,0,"Seagrass",5.39241666666667,14.45625,2.244590425,204.703905663176,40607.9543236967,19251.8434774453,15913.5106696313,35165.3541470766,0.253333333333333,1.23833333333333,10.38,22.92,62.66,1.86666666666667,1,0,0,"Continuous"
"31","Steinhatchee","STCH21","high",84,1.1,1.1,97.5,0,0,2.5,81.575,2.425,29.5462,-83.4152,31.6239490509033,4.89585208892822,13.1995315551758,40.2403984069824,13.1766920089722,1.16423463821411,226.4656,0.300800000000002,226.4656,0,0,"Seagrass",7.94950462962963,7.85537037037037,3.48196529027778,720.040684321136,14962.7704305631,17091.7863340033,4761.31847284484,21853.1048068481,1.52833333333333,1.82666666666667,17.0316666666667,41.6333333333333,36.6538888888889,0.499444444444444,1,0,0,"Continuous"
"32","Steinhatchee","STCHA","low",17.5,1.4,1.4,38,0,0,42.1,5.65,11.875,29.61464,-83.40597,31.606029510498,4.90050983428955,14.3184862136841,40.3775482177734,5.54983329772949,0.36800029873848,22.3552,12.8944,22.3552,0,0,"Seagrass",1.62297142857143,10.427980952381,0.420555874285714,0,59713.5582082007,5009.36114704589,15165.2912025035,20174.6523495494,1.89333333333333,5.03666666666667,30.1466666666667,35.9633333333333,26.3833333333333,0.24,1,0,0,"Continuous"
"33","Steinhatchee","STCHB","none",0,0.9,0.9,0,0,0,0,0,0,29.63317,-83.40769,31.5276489257812,5.01625108718872,12.4482307434082,41.3975257873535,3.46331024169922,0.413934767246246,NA,NA,NA,NA,NA,"Control",2.0917,3.67133333333333,0.64737363,0,16670.2854838028,7395.12641832398,5175.68534743373,12570.8117657577,0.4425,1.19916666666667,13.7425,36.4266666666667,46.7316666666667,0.9375,0,0,0,"Continuous"
"34","Steinhatchee","STCHC","none",0,1.25,1.25,0,0,0,0,0,0,29.6012,-83.42204,31.613842010498,4.93503952026367,13.1101903915405,40.4458923339844,7.29004049301147,1.49931180477142,NA,NA,NA,NA,NA,"Control",4.88592857142857,23.0761547619048,1.99950083571429,0,38580.5682892604,16512.627056087,26016.5891160603,42529.2161721472,0.755,2.285,18.89,15.775,58.5483333333333,2.97666666666667,0,0,0,"Continuous"
