"","Site","Quadrat","Factor","Region","month","year","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Seagrass_Landscape","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH","Seagrass_Spp","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Latitude","Longitude","Temperature.Mean","Current.Velocity.Mean","Salinity.Min","Chlorophyll.Mean","Nitrate.Mean","Phosphate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore"
"49","SMAR14",1,"Seagrass","Saint Marks",8,2019,40,25,60,90,"continuous",95,0,0,5.66666666666667,1,34,0,0,95,5,85.5,4.5,89.3184,34.0944,89.3184,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"50","SMAR14",2,"Seagrass","Saint Marks",8,2019,25,100,75,100,"continuous",50,0,0,9.33333333333333,4.16666666666667,56,0,0,50,50,50,50,109.824,43.416,109.824,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"51","SMAR14",3,"Seagrass","Saint Marks",8,2019,40,100,90,98,"continuous",98,0,0,10.5,0.5,63,0,0,98,2,96.04,1.96,91.9744,22.976,91.9744,0,0,30.0747,-84.1056,23.5307674407959,0.0205355435609818,31.4893836975098,0.174319341778755,5.47537231445312,0.000642850704025477,12.3540172576904,40.1379203796387,11.1267604827881,1.84757256507874
"52","SMAR23",1,"Seagrass","Saint Marks",8,2019,60,10,40,90,"Continuous",70,0,0,7.33333333333333,3.16666666666667,44,0,0,70,30,63,27,205.464,11.832,200.3808,5.08319999999999,0,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"53","SMAR23",2,"Seagrass","Saint Marks",8,2019,40,10,40,100,"Continuous",90,0,0,6.83333333333333,1.66666666666667,41,0,0,90,10,90,10,235.11872,2.2704,234.80832,0,0.310399999999994,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"54","SMAR23",3,"Seagrass","Saint Marks",8,2019,5,100,70,100,"Continuous",80,0,0,9.33333333333333,2.66666666666667,56,0,0,80,20,80,20,210.768,42.528,208.528,0,0,30.07869,-84.05362,23.5330924987793,0.0206496696919203,31.4936485290527,0.172312363982201,5.43648481369019,0.000634106050711125,13.2128419876099,40.3769874572754,6.12065887451172,2.49939489364624
"55","SMAR24",1,"Seagrass","Saint Marks",8,2019,60,80,90,60,"continuous",50,45,0,16.1666666666667,0,57,40,0,95,5,57,3,178.7424,7.5264,157.5696,20.9424,0,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"56","SMAR24",2,"Seagrass","Saint Marks",8,2019,60,25,90,40,"continuous",50,45,0,14.8333333333333,0,49,40,0,95,5,38,2,152.4608,6.1856,130.1328,18.0416,4.2864,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"57","SMAR24",3,"Seagrass","Saint Marks",8,2019,50,20,95,70,"continuous",55,40,0,15.5,0,42,51,0,95,5,66.5,3.5,181.0048,1.72640000000001,152.4384,22.2464,4.4,30.0701,-84.0508,23.519624710083,0.0204753074795008,31.4780044555664,0.173507571220398,5.45751762390137,0.000639128091279417,13.2648115158081,40.3157196044922,5.96092367172241,3.37391138076782
"58","SMAR25",1,"Seagrass","Saint Marks",8,2019,30,80,50,75,"continuous",40,20,0,16.8333333333333,4.83333333333333,53,48,0,60,30,45,22.5,140.064,19.632,96.992,30.016,10.56,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"59","SMAR25",2,"Seagrass","Saint Marks",8,2019,60,50,70,100,"continuous",15,15,0,12.8333333333333,5.33333333333333,41,36,0,30,70,30,70,129.7664,18.56,83.3136,42.3888,3.0016,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"60","SMAR25",3,"Seagrass","Saint Marks",8,2019,50,60,99,90,"continuous",0,40,0,13.6666666666667,4,0,57,0,46,54,41.4,48.6,456.0976,26.944,365.6432,65.6992,18.112,30.0704,-84.0716,23.5213088989258,0.0204700138419867,31.4789962768555,0.17406003177166,5.46868658065796,0.00064147834200412,12.9094552993774,40.2443733215332,7.92356729507446,2.70405650138855
"61","SMARA",1,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"62","SMARA",2,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"63","SMARA",3,"Control","Saint Marks",8,2019,0,0,0,0,"bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0712,-84.19833,23.5444831848145,0.0204090438783169,31.5003356933594,0.176587745547295,5.49681329727173,0.000668481923639774,11.3722534179688,39.8785171508789,9.17609691619873,1.65787446498871
"64","SMARB",1,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"65","SMARB",2,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"66","SMARB",3,"Control","Saint Marks",8,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0584,-84.17513,23.5193786621094,0.0200641974806786,31.4663829803467,0.178431585431099,5.53417921066284,0.000671528105158359,11.0276679992676,39.9322738647461,11.0581502914429,1.48023653030396
"67","SMARC",1,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"68","SMARC",2,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"69","SMARC",3,"Control","Saint Marks",8,2019,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,30.0697,-84.0906,23.5215263366699,0.0204495228827,31.4782161712646,0.17469733953476,5.48127555847168,0.0006441495497711,12.5785045623779,40.1751289367676,9.76078128814697,2.59780550003052
"70","STCH01",1,"Seagrass","Steinhatchee",6,2019,0,0,100,5,"highly fragmented",0,100,0,1.66666666666667,0,0,10,0,100,0,5,0,0.896000000000001,0,0,0,0.896000000000001,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973
"71","STCH01",2,"Seagrass","Steinhatchee",6,2019,0,0,100,30,"highly fragmented",0,50,0,2.16666666666667,0,0,13,0,50,0,15,0,8.3184,2.8016,0,0,3.9424,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973
"72","STCH01",3,"Seagrass","Steinhatchee",6,2019,0,0,100,65,"highly fragmented",0,0,0,0.25,0,0,0,0,95,5,61.75,3.25,26.816,2.4048,0.851199999999999,0,0,29.675,-83.44167,23.6165618896484,0.0225634872913361,31.4665870666504,0.145870968699455,4.99675226211548,0.000495959538966417,13.5533990859985,41.8007507324219,1.32303059101105,0.277118742465973
"73","STCH02",1,"Seagrass","Steinhatchee",6,2019,75,100,100,100,"highly fragmented",100,0,0,10,0,60,0,0,100,0,100,0,244.024,0,244.024,0,0,29.675,-83.475,23.6158046722412,0.0223949924111366,31.5288333892822,0.146038219332695,4.99537515640259,0.000498537556268275,13.5978021621704,41.579948425293,4.53727388381958,1.09321546554565
"74","STCH02",2,"Seagrass","Steinhatchee",6,2019,50,75,100,80,"highly fragmented",100,0,0,7.5,0,45,0,0,100,0,80,0,219.9888,0,219.9888,0,0,29.675,-83.475,23.6158046722412,0.0223949924111366,31.5288333892822,0.146038219332695,4.99537515640259,0.000498537556268275,13.5978021621704,41.579948425293,4.53727388381958,1.09321546554565
"75","STCH02",3,"Seagrass","Steinhatchee",6,2019,60,30,75,95,"highly fragmented",100,0,0,7.5,0,45,0,0,100,0,95,0,210.024,0,210.024,0,0,29.675,-83.475,23.6158046722412,0.0223949924111366,31.5288333892822,0.146038219332695,4.99537515640259,0.000498537556268275,13.5978021621704,41.579948425293,4.53727388381958,1.09321546554565
"76","STCH04",1,"Seagrass","Steinhatchee",6,2019,0,0,100,15,"sparse",0,0,0,0.833333333333333,0,0,0,0,100,0,15,0,1.6944,0.0304000000000002,0,0,0,29.65833,-83.425,23.607006072998,0.0227979496121407,31.5022830963135,0.146457552909851,5.00815105438232,0.000500291062053293,12.9073295593262,41.5650329589844,1.40355467796326,1.29321837425232
"77","STCH04",2,"Seagrass","Steinhatchee",6,2019,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.65833,-83.425,23.607006072998,0.0227979496121407,31.5022830963135,0.146457552909851,5.00815105438232,0.000500291062053293,12.9073295593262,41.5650329589844,1.40355467796326,1.29321837425232
"78","STCH04",3,"Seagrass","Steinhatchee",6,2019,0,0,0,0,"sparse",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.65833,-83.425,23.607006072998,0.0227979496121407,31.5022830963135,0.146457552909851,5.00815105438232,0.000500291062053293,12.9073295593262,41.5650329589844,1.40355467796326,1.29321837425232
"79","STCH05",1,"Seagrass","Steinhatchee",6,2019,0,0,100,50,"continuous vegetated",0,0,0,0,0,0,0,0,75,25,37.5,12.5,16.552,91.8112,0,0,0,29.64167,-83.40833,23.6029224395752,0.0228981710970402,31.517541885376,0.146708279848099,5.01302337646484,0.000502142589539289,12.6311635971069,41.4642715454102,2.56069707870483,0.413902401924133
"80","STCH05",2,"Seagrass","Steinhatchee",6,2019,0,0,100,70,"continuous vegetated",0,0,0,4.33333333333333,1,0,0,0,80,20,56,14,69.3056,35.9152,0,0,0,29.64167,-83.40833,23.6029224395752,0.0228981710970402,31.517541885376,0.146708279848099,5.01302337646484,0.000502142589539289,12.6311635971069,41.4642715454102,2.56069707870483,0.413902401924133
"81","STCH05",3,"Seagrass","Steinhatchee",6,2019,0,0,100,50,"continuous vegetated",0,0,0,4.33333333333333,4.66666666666667,0,0,0,9,100,4.5,50,18.04,177.792,0,0,4.58080000000001,29.64167,-83.40833,23.6029224395752,0.0228981710970402,31.517541885376,0.146708279848099,5.01302337646484,0.000502142589539289,12.6311635971069,41.4642715454102,2.56069707870483,0.413902401924133
"82","STCH06",1,"Seagrass","Steinhatchee",6,2019,0,0,100,60,"continuous vegetated",0,100,0,3.66666666666667,0,0,22,0,100,0,60,0,31.9503999999999,8.2576,0,28.2447999999999,0.651199999999999,29.6414,-83.4146,23.6009712219238,0.0229460224509239,31.5248260498047,0.14682799577713,5.01534986495972,0.000503026647493243,12.4993104934692,41.4161643981934,2.86228513717651,1.04900932312012
"83","STCH06",2,"Seagrass","Steinhatchee",6,2019,0,0,100,75,"continuous vegetated",0,99,0,6.16666666666667,0,0,37,0,100,0,75,0,74.1360000000001,1.6896,0,54.3440000000001,8.70399999999995,29.6414,-83.4146,23.6009712219238,0.0229460224509239,31.5248260498047,0.14682799577713,5.01534986495972,0.000503026647493243,12.4993104934692,41.4161643981934,2.86228513717651,1.04900932312012
"84","STCH06",3,"Seagrass","Steinhatchee",6,2019,0,0,100,70,"continuous vegetated",5,10,0,8.66666666666667,0.666666666666667,37,10,0,25,75,17.5,52.5,51.4624,59.8704,4.0368,34.8448,2.7808,29.6414,-83.4146,23.6009712219238,0.0229460224509239,31.5248260498047,0.14682799577713,5.01534986495972,0.000503026647493243,12.4993104934692,41.4161643981934,2.86228513717651,1.04900932312012
"85","STCH12",1,"Seagrass","Steinhatchee",7,2019,50,30,99,95,"Lightly fragmented",100,0,0,8.33333333333333,0,50,0,0,100,0,95,0,249.8128,3.0208,249.8128,0,0,29.60833,-83.40833,23.6522426605225,0.0226651486009359,31.6075553894043,0.140679642558098,4.90284967422485,0.000469882710603997,14.1692638397217,40.3754577636719,6.20895147323608,0.645751416683197
"86","STCH12",2,"Seagrass","Steinhatchee",7,2019,40,60,99,60,"Lightly fragmented",98,1,0,10.6666666666667,0.833333333333333,36,28,0,99,1,59.4,0.6,94.8896,5.5808,93.6272,1.2624,0,29.60833,-83.40833,23.6522426605225,0.0226651486009359,31.6075553894043,0.140679642558098,4.90284967422485,0.000469882710603997,14.1692638397217,40.3754577636719,6.20895147323608,0.645751416683197
"87","STCH20",1,"Seagrass","Steinhatchee",8,2019,20,100,99,25,"Continuous",100,0,0,7.83333333333333,0,47,0,0,100,0,25,0,54.064,0,54.064,0,0,29.55833,-83.425,23.6403656005859,0.0228152107447386,31.6264743804932,0.141026839613914,4.91951656341553,0.000471382489195094,12.5625,40.3063011169434,11.9343404769897,2.06901574134827
"88","STCH20",2,"Seagrass","Steinhatchee",8,2019,20,90,90,60,"Continuous",80,0,0,10.3333333333333,0,56,0,0,100,0,60,0,122.0384,0,118.432,0,0,29.55833,-83.425,23.6403656005859,0.0228152107447386,31.6264743804932,0.141026839613914,4.91951656341553,0.000471382489195094,12.5625,40.3063011169434,11.9343404769897,2.06901574134827
"89","STCH20",3,"Seagrass","Steinhatchee",8,2019,50,25,95,40,"Continuous",100,0,0,6.16666666666667,0,37,0,0,100,0,40,0,58.7792,0,58.7792,0,0,29.55833,-83.425,23.6403656005859,0.0228152107447386,31.6264743804932,0.141026839613914,4.91951656341553,0.000471382489195094,12.5625,40.3063011169434,11.9343404769897,2.06901574134827
"90","STCH21",1,"Seagrass","Steinhatchee",8,2019,0,100,95,100,"Continuous",100,0,0,9,0,54,0,0,100,0,100,0,251.9984,0.300800000000002,251.9984,0,0,29.5462,-83.4152,23.6532039642334,0.0226655527949333,31.6239490509033,0.139786913990974,4.89585208892822,0.000464252050733194,13.1995315551758,40.2403984069824,13.1766920089722,1.16423463821411
"91","STCH21",2,"Seagrass","Steinhatchee",8,2019,0,100,90,100,"Continuous",95,0,0,12.3333333333333,0.833333333333333,74,0,0,95,5,95,5,237.8848,0,237.8848,0,0,29.5462,-83.4152,23.6532039642334,0.0226655527949333,31.6239490509033,0.139786913990974,4.89585208892822,0.000464252050733194,13.1995315551758,40.2403984069824,13.1766920089722,1.16423463821411
"92","STCH21",3,"Seagrass","Steinhatchee",8,2019,0,100,50,100,"Continuous",100,0,0,9.16666666666667,0,55,0,0,100,0,100,0,189.5136,0,189.5136,0,0,29.5462,-83.4152,23.6532039642334,0.0226655527949333,31.6239490509033,0.139786913990974,4.89585208892822,0.000464252050733194,13.1995315551758,40.2403984069824,13.1766920089722,1.16423463821411
"93","STCHA",1,"Control","Steinhatchee",7,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.61464,-83.40597,23.6537227630615,0.0226470250636339,31.606029510498,0.140596210956573,4.90050983428955,0.000469439983135089,14.3184862136841,40.3775482177734,5.54983329772949,0.36800029873848
"94","STCHA",2,"Control","Steinhatchee",7,2019,0,0,99,15,"Highly fragmented",60,0,0,4,0.833333333333333,24,0,0,60,40,9,6,22.3552,12.8944,22.3552,0,0,29.61464,-83.40597,23.6537227630615,0.0226470250636339,31.606029510498,0.140596210956573,4.90050983428955,0.000469439983135089,14.3184862136841,40.3775482177734,5.54983329772949,0.36800029873848
"95","STCHA",3,"Control","Steinhatchee",7,2019,0,0,0,0,"Highly fragmented",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.61464,-83.40597,23.6537227630615,0.0226470250636339,31.606029510498,0.140596210956573,4.90050983428955,0.000469439983135089,14.3184862136841,40.3775482177734,5.54983329772949,0.36800029873848
"96","STCHB",1,"Control","Steinhatchee",7,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.63317,-83.40769,23.6002159118652,0.0229645594954491,31.5276489257812,0.146874368190765,5.01625108718872,0.000503369083162397,12.4482307434082,41.3975257873535,3.46331024169922,0.413934767246246
"97","STCHB",2,"Control","Steinhatchee",7,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.63317,-83.40769,23.6002159118652,0.0229645594954491,31.5276489257812,0.146874368190765,5.01625108718872,0.000503369083162397,12.4482307434082,41.3975257873535,3.46331024169922,0.413934767246246
"98","STCHB",3,"Control","Steinhatchee",7,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.63317,-83.40769,23.6002159118652,0.0229645594954491,31.5276489257812,0.146874368190765,5.01625108718872,0.000503369083162397,12.4482307434082,41.3975257873535,3.46331024169922,0.413934767246246
"99","STCHC",1,"Control","Steinhatchee",8,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.6012,-83.42204,23.6343078613281,0.0228761471807957,31.613842010498,0.142278790473938,4.93503952026367,0.000478996400488541,13.1101903915405,40.4458923339844,7.29004049301147,1.49931180477142
"100","STCHC",2,"Control","Steinhatchee",8,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.6012,-83.42204,23.6343078613281,0.0228761471807957,31.613842010498,0.142278790473938,4.93503952026367,0.000478996400488541,13.1101903915405,40.4458923339844,7.29004049301147,1.49931180477142
"101","STCHC",3,"Control","Steinhatchee",8,2019,0,0,0,0,"Bare",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,29.6012,-83.42204,23.6343078613281,0.0228761471807957,31.613842010498,0.142278790473938,4.93503952026367,0.000478996400488541,13.1101903915405,40.4458923339844,7.29004049301147,1.49931180477142
