"","Reference","Date","Region","Site","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Quadrat","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Mono_Mixed","Seagrass_Landscape","Cover_Level","Notes","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Halodule wrightii","Halophila decipens","Halophila engelmanni","Penicillus capitatus","Ruppia maritima","Sargassum","Syringodium filiforme","Thalassia testudinum","Udotea flabellum","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH"
"253","8/14/2019_Saint Marks_SMAR25_3","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,3,50,60,99,90,"mixed","continuous","High cover, low seagrass","High algae cover",54,0,0,0,5,0,0,1,0,40,0,0,13.6666666666667,4,0,57,0
"254","8/14/2019_Saint Marks_SMAR25_5","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,5,5,100,95,95,"mixed","continuous","High cover, low seagrass","High algae cover",15,0,5,0,5,0,5,35,0,35,0,0,17.5,7.83333333333333,0,45,0
"255","8/14/2019_Saint Marks_SMAR12_1","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,1,20,100,80,100,"mono","contnuous","high","",2,0,0,0,0,0,0,0,0,18,80,0,19,0.833333333333333,55,59,0
"256","8/14/2019_Saint Marks_SMAR12_2","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,2,60,100,70,95,"mono","contnuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,10.3333333333333,2,62,0,0
"257","8/14/2019_Saint Marks_SMAR12_3","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,3,30,100,75,98,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,10.8333333333333,0,65,0,0
"258","8/14/2019_Saint Marks_SMAR12_4","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,4,50,80,76,100,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,9.16666666666667,0,55,0,0
"259","8/14/2019_Saint Marks_SMAR12_5","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,5,50,100,50,98,"mono","contnuous","high","",0,0,0,0,2,0,0,0,0,0,98,0,11.8333333333333,0,59,0,0
"260","8/14/2019_Saint Marks_SMAR12_6","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,6,60,100,60,99,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,10,0,60,0,0
"261","8/14/2019_Saint Marks_SMAR12_7","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,7,60,100,75,75,"mono","contnuous","high","",20,0,0,0,0,0,0,0,0,5,75,0,17,1.66666666666667,57,45,0
"262","8/14/2019_Saint Marks_SMAR12_8","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,8,50,100,80,80,"mono","contnuous","high","",25,0,0,0,0,0,0,0,0,0,75,0,8.66666666666667,2.33333333333333,52,0,0
"263","8/14/2019_Saint Marks_SMAR12_9","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,9,60,100,100,95,"mono","contnuous","high","",25,0,0,0,0,0,0,0,0,15,60,0,18.1666666666667,1.5,64,45,0
"264","8/14/2019_Saint Marks_SMAR12_10","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,10,30,100,95,90,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,8.83333333333333,0,53,0,0
"265","8/16/2019_Saint Marks_SMARA_1","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,1,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","8/16/2019_Saint Marks_SMARA_2","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,2,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","8/16/2019_Saint Marks_SMARA_3","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,3,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","8/16/2019_Saint Marks_SMARA_4","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,4,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","8/16/2019_Saint Marks_SMARA_5","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,5,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","8/16/2019_Saint Marks_SMARA_6","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,6,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","8/16/2019_Saint Marks_SMARA_7","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,7,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","8/16/2019_Saint Marks_SMARA_8","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,8,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","8/16/2019_Saint Marks_SMARA_9","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,9,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","8/16/2019_Saint Marks_SMARA_10","8/16/2019","Saint Marks","SMARA",8,2019,30.0712,-84.19833,30.0712,-84.19833,1.5,1.25,10,0,0,0,0,"bare","bare","None","Never was sg. Sediment was hyper compressible. Might want to count the number of bags to see if there was any compression due to extrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","8/16/2019_Saint Marks_SMARB_1","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,1,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","8/16/2019_Saint Marks_SMARB_2","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,2,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","8/16/2019_Saint Marks_SMARB_3","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,3,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","8/16/2019_Saint Marks_SMARB_4","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,4,0,100,100,30,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,100,0,0,4.16666666666667,0,0,25,0
"279","8/16/2019_Saint Marks_SMARB_5","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,5,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","8/16/2019_Saint Marks_SMARB_6","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,6,5,100,100,30,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",30,0,0,0,0,0,0,0,0,70,0,0,5,0.833333333333333,0,30,0
"281","8/16/2019_Saint Marks_SMARB_7","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,7,5,100,100,10,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",30,0,0,0,0,0,0,0,0,70,0,0,4.66666666666667,0.833333333333333,0,28,0
"282","8/16/2019_Saint Marks_SMARB_8","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,8,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","8/16/2019_Saint Marks_SMARB_9","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,9,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","8/16/2019_Saint Marks_SMARB_10","8/16/2019","Saint Marks","SMARB",8,2019,30.0584,-84.17513,30.0584,-84.17513,1.6,1.6,10,0,0,0,0,"bare","Highly fragmented","Low","Bare patch within an algae bed. Brown algal mat. Sparse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","8/20/2019_Saint Marks_SMAR24_1","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,1,60,80,90,60,"mixed","continuous","low sg , high overall cover because of algae","",5,0,0,0,0,0,0,0,0,45,50,0,16.1666666666667,0,57,40,0
"286","8/20/2019_Saint Marks_SMAR24_2","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,2,60,25,90,40,"mixed","continuous","low sg , high overall cover because of algae","",5,0,0,0,0,0,0,0,0,45,50,0,14.8333333333333,0,49,40,0
"287","8/20/2019_Saint Marks_SMAR24_3","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,3,50,20,95,70,"mixed","continuous","low sg , high overall cover because of algae","",5,0,0,0,0,0,0,0,0,40,55,0,15.5,0,42,51,0
"288","8/20/2019_Saint Marks_SMAR24_4","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,4,50,50,9,75,"mixed","continuous","low sg , high overall cover because of algae","",33.33333333,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0,13.6666666666667,3.5,45,37,0
"289","8/20/2019_Saint Marks_SMAR24_5","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,5,20,100,100,95,"mixed","continuous","low sg , high overall cover because of algae","",90,0,0,0,0,0,0,0,0,5,5,0,15.1666666666667,5.33333333333333,50,41,0
"290","8/20/2019_Saint Marks_SMAR24_6","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,6,50,20,90,60,"mixed","continuous","low sg , high overall cover because of algae","",60,0,0,0,0,0,0,0,0,10,30,0,17.5,4.16666666666667,53,52,0
"291","8/20/2019_Saint Marks_SMAR24_7","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,7,40,100,100,65,"mixed","continuous","low sg , high overall cover because of algae","",30,0,0,0,0,0,0,0,0,30,40,0,14.6666666666667,2.5,47,41,0
"292","8/20/2019_Saint Marks_SMAR24_8","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,8,60,30,90,80,"mixed","continuous","low sg , high overall cover because of algae","",10,0,0,0,0,0,0,0,0,10,80,0,14.8333333333333,1.66666666666667,53,36,0
"293","8/20/2019_Saint Marks_SMAR24_9","8/20/2019","Saint Marks","SMAR24",8,2019,30.0701,-84.0508,30.0701,-84.0508,1.25,1.25,9,30,100,90,70,"mixed","continuous","low sg , high overall cover because of algae","",25,0,0,0,0,0,0,0,0,25,50,0,16.1666666666667,2.5,50,47,0
"294","8/20/2019_Saint Marks_SMAR23_1","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,1,60,10,40,90,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",30,0,0,0,0,0,0,0,0,0,70,0,7.33333333333333,3.16666666666667,44,0,0
"295","8/20/2019_Saint Marks_SMAR23_2","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,2,40,10,40,100,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",10,0,0,0,0,0,0,0,0,0,90,0,6.83333333333333,1.66666666666667,41,0,0
"296","8/20/2019_Saint Marks_SMAR23_3","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,3,5,100,70,100,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",20,0,0,0,0,0,0,0,0,0,80,0,9.33333333333333,2.66666666666667,56,0,0
"297","8/20/2019_Saint Marks_SMAR23_4","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,4,30,100,70,80,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",25,0,0,0,0,0,0,0,0,0,75,0,7.5,3.33333333333333,45,0,0
"298","8/20/2019_Saint Marks_SMAR23_5","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,5,60,30,90,100,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",15,0,0,0,0,0,0,0,0,5,80,0,15.3333333333333,2.33333333333333,52,40,0
"299","8/20/2019_Saint Marks_SMAR23_6","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,6,50,100,50,100,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",85,0,0,0,0,0,0,0,0,0,15,0,9.33333333333333,4.16666666666667,56,0,0
"300","8/20/2019_Saint Marks_SMAR23_7","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,7,30,100,50,80,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",50,0,0,0,0,0,0,0,0,0,50,0,8.5,4.16666666666667,51,0,0
"301","8/20/2019_Saint Marks_SMAR23_8","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,8,10,100,90,40,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"302","8/20/2019_Saint Marks_SMAR23_9","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,9,30,90,30,80,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",0,0,0,0,0,0,0,0,0,0,100,0,7,0,42,0,0
"303","8/20/2019_Saint Marks_SMAR23_10","8/20/2019","Saint Marks","SMAR23",8,2019,30.07869,-84.05362,30.07869,-84.05362,1.1,1.1,10,30,100,40,80,"Mono","Continuous","Hugh","forgot to take waypoint. use snail trail to find site",0,0,0,0,0,0,0,0,0,0,100,0,9.5,0,57,0,0
"304","8/20/2019_Saint Marks_SMARC_1","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,1,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","8/20/2019_Saint Marks_SMARC_2","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,2,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","8/20/2019_Saint Marks_SMARC_3","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,3,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","8/20/2019_Saint Marks_SMARC_4","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,4,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","8/20/2019_Saint Marks_SMARC_5","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,5,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","8/20/2019_Saint Marks_SMARC_6","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,6,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","8/20/2019_Saint Marks_SMARC_7","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,7,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","8/20/2019_Saint Marks_SMARC_8","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,8,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","8/20/2019_Saint Marks_SMARC_9","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,9,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","8/20/2019_Saint Marks_SMARC_10","8/20/2019","Saint Marks","SMARC",8,2019,30.0697,-84.0906,30.0697,-84.0906,2.25,1.25,10,0,0,0,0,"none","none","none","sand patch .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","8/30/2019_Saint Joe Bay_SJB16_1","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,1,50,100,95,75,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,6.66666666666667,0,40,0,0
"315","8/30/2019_Saint Joe Bay_SJB16_2","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,2,25,100,75,50,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,8,0,48,0,0
"316","8/30/2019_Saint Joe Bay_SJB16_4","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,4,40,100,70,50,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,7.33333333333333,0,44,0,0
"317","8/30/2019_Saint Joe Bay_SJB16_5","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,5,60,40,95,75,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,7.33333333333333,0,44,0,0
"318","8/30/2019_Saint Joe Bay_SJB16_6","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,6,30,100,99,60,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,6.5,0,39,0,0
"319","8/30/2019_Saint Joe Bay_SJB16_7","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,7,50,100,70,80,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"320","8/30/2019_Saint Joe Bay_SJB16_8","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,8,60,100,95,60,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,3.33333333333333,0,20,0,0
"321","8/30/2019_Saint Joe Bay_SJB16_9","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,9,70,100,95,75,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,5,0,30,0,0
"322","8/30/2019_Saint Joe Bay_SJB16_10","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,10,30,100,90,50,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,5.16666666666667,0,31,0,0
"323","8/30/2019_Saint Joe Bay_SJB16_3","8/30/2019","Saint Joe Bay","SJB16",8,2019,29.821,-85.406,NA,NA,1.4,1.4,3,50,100,85,60,"mono","blemished","mid","Inner bags labeled 12; difficult to hammer",0,0,0,0,0,0,0,0,0,0,100,0,7,0,42,0,0
"324","8/30/2019_Saint Joe Bay_SJBC_1","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,1,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","8/30/2019_Saint Joe Bay_SJBC_2","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,2,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","8/30/2019_Saint Joe Bay_SJBC_3","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,3,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","8/30/2019_Saint Joe Bay_SJBC_4","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,4,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","8/30/2019_Saint Joe Bay_SJBC_5","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,5,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","8/30/2019_Saint Joe Bay_SJBC_6","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,6,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","8/30/2019_Saint Joe Bay_SJBC_7","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,7,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","8/30/2019_Saint Joe Bay_SJBC_8","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,8,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","8/30/2019_Saint Joe Bay_SJBC_9","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,9,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","8/30/2019_Saint Joe Bay_SJBC_10","8/30/2019","Saint Joe Bay","SJBC",8,2019,29.8256,-85.4084,NA,NA,1.05,1.05,10,0,0,0,0,"none","none","none","sandy; difficult to hamer; For Q1, the surficial slices accidentally everted on the floor. Need to tak a volume for Slice 14. But most likely 4cm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
